"Voter.ID","Permanent.Absentee","Registration.Date","Original.Registration.Date","Party","Precinct","Age","X6.22.2010","X11.2.2010","X9.13.2011","X11.8.2011","X6.26.2012","X11.6.2012","X8.13.2013","X11.5.2013","X6.24.2014","X11.4.2014","X8.11.2015","X11.3.2015","X6.28.2016","X11.8.2016","X8.15.2017","X11.7.2017","X6.26.2018","X11.6.2018","lon","lat","min.c.dist","Voted_X6.22.2010","Voted_X11.2.2010","Voted_X9.13.2011","Voted_X11.8.2011","Voted_X6.26.2012","Voted_X11.6.2012","Voted_X8.13.2013","Voted_X11.5.2013","Voted_X6.24.2014","Voted_X11.4.2014","Voted_X8.11.2015","Voted_X11.3.2015","Voted_X6.28.2016","Voted_X11.8.2016","Voted_X8.15.2017","Voted_X11.7.2017","Voted_X6.26.2018","Voted_X11.6.2018","X11.5.2019","Voted_X11.5.2019"
1924428,"YES","10/16/2018","10/7/2016","Unaffiliated","SR03",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/10/2016",NA,NA,NA,"11/2/2018",-111.923119,40.336623,1560.76704229814,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"11/5/2019",1
1814181,"YES","10/15/2018","12/21/2015","Unaffiliated","SR03",29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/4/2016",NA,NA,NA,"10/23/2018",-111.923119,40.336623,1560.76704229814,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"11/5/2019",1
1846556,"YES","7/25/2018","3/19/2016","Independent American","SR03",63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/10/2016",NA,NA,NA,"11/9/2018",-111.9342238,40.3357259,2207.87969760473,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,0
4461634,"","9/23/2016","2/11/2005","Republican","SR03",35,NA,NA,NA,NA,"6/26/2012","11/6/2012",NA,"11/5/2013",NA,NA,NA,NA,NA,"11/3/2016","8/3/2017",NA,NA,"11/1/2018",-111.923907,40.3315614,2105.27062133114,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,NA,0
1707264,"YES","3/19/2016","1/21/2014","Republican","SR03",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/10/2016",NA,NA,NA,"11/9/2018",-111.9342238,40.3357259,2207.87969760473,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,0
6453787,"","11/2/2016","10/17/2002","Republican","SR03",37,NA,NA,NA,NA,"6/26/2012","11/2/2012",NA,NA,NA,NA,NA,NA,NA,"11/8/2016","8/3/2017",NA,NA,"11/1/2018",-111.923907,40.3315614,2105.27062133114,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,NA,0
6102550,"","2/21/2016","3/2/2006","Unaffiliated","SR03",31,NA,"11/2/2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/8/2016",NA,NA,NA,NA,-111.9330361,40.3362469,2094.87578750375,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0
1537119,"","2/21/2016","10/19/2011","Unaffiliated","SR03",28,NA,NA,NA,NA,NA,"11/6/2012",NA,NA,NA,NA,NA,NA,NA,"11/8/2016",NA,NA,NA,NA,-111.9330361,40.3362469,2094.87578750375,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA,0
1926306,"","10/10/2016","10/10/2016","Unaffiliated","SR03",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/4/2016",NA,NA,NA,"11/5/2018",-111.9239229,40.3395968,1307.12592657688,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,0
1274788,"YES","9/21/2016","10/2/2007","Unaffiliated","SR03",44,NA,NA,NA,NA,NA,"11/6/2012",NA,NA,NA,"10/29/2014",NA,NA,NA,"11/4/2016",NA,NA,NA,NA,-111.9239229,40.3395968,1307.12592657688,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,NA,0
6293057,"YES","9/21/2016","7/1/2004","Unaffiliated","SR03",44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/1/2016",NA,NA,NA,"11/7/2018",-111.9239229,40.3395968,1307.12592657688,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,0
1911052,"","11/21/2016","9/24/2016","Democratic","SR03",22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-111.9239229,40.3395968,1307.12592657688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
5888490,"","11/16/2017","10/7/2004","Unaffiliated","SR03",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/7/2017",NA,"11/9/2018",-111.9339444,40.3399615,1896.99315012124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"11/5/2019",1
1242568,"","6/8/2016","2/28/2007","Republican","SR03",38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/10/2016","8/4/2017","11/6/2017","6/27/2018","11/9/2018",-111.9182246,40.334666,1647.84280292051,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,NA,0
3084152,"","3/16/2016","7/15/1998","Republican","SR03",39,NA,"11/2/2010",NA,NA,NA,NA,NA,NA,NA,"11/4/2014",NA,NA,NA,"11/10/2016",NA,"11/6/2017","6/26/2018","11/9/2018",-111.9182246,40.334666,1647.84280292051,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,NA,0
4434424,"YES","4/3/2018","10/3/2000","Republican","SR03",70,"6/10/2010","10/21/2010",NA,"11/3/2011","6/18/2012","10/11/2012",NA,NA,"6/24/2014","11/4/2014",NA,"11/3/2015","6/28/2016","11/8/2016",NA,"10/26/2017","6/12/2018","10/24/2018",-111.9330361,40.3354868,2154.28705984955,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,"10/28/2019",1
4434423,"YES","4/3/2018","10/3/2000","Republican","SR03",73,"6/8/2010","10/21/2010",NA,"11/3/2011","6/18/2012","10/10/2012",NA,NA,"6/10/2014","10/23/2014",NA,"10/15/2015","6/17/2016","10/28/2016",NA,"10/26/2017","6/11/2018","10/24/2018",-111.9330361,40.3354868,2154.28705984955,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,"10/28/2019",1
3084585,"YES","12/17/2007","8/21/2004","Unaffiliated","SR03",38,NA,"11/2/2010",NA,"11/8/2011",NA,"10/31/2012",NA,"11/5/2013",NA,"10/29/2014",NA,NA,NA,"11/10/2016",NA,"11/7/2017",NA,"10/25/2018",-111.9263756,40.3365818,1701.24208896336,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,NA,0
6471310,"YES","9/17/2008","8/21/2004","Unaffiliated","SR03",39,NA,"11/2/2010",NA,"11/8/2011",NA,"10/30/2012",NA,"11/5/2013",NA,"10/29/2014",NA,NA,NA,"11/10/2016",NA,"11/7/2017",NA,"10/25/2018",-111.9263756,40.3365818,1701.24208896336,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,NA,0
3087221,"","10/29/2014","4/5/2002","Unaffiliated","SR03",37,NA,NA,NA,NA,NA,"11/6/2012",NA,NA,NA,"11/4/2014",NA,"11/3/2015",NA,"11/8/2016","8/1/2017","11/6/2017","6/22/2018","10/24/2018",-111.9163149,40.334399,1660.68896509901,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,"10/26/2019",1
1889640,"","7/19/2016","7/19/2016","Democratic","SR03",25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/10/2016",NA,NA,NA,NA,-111.932058,40.3397472,1779.31570361648,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0
2041811,"","9/28/2018","11/28/2017","Democratic","SR03",22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-111.932058,40.3397472,1779.31570361648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
1279454,"YES","11/28/2017","10/12/2007","Unaffiliated","SR03",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/8/2016",NA,NA,NA,"11/9/2018",-111.9336649,40.337053,2073.7478548454,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,0
1638872,"","5/16/2016","10/17/2012","Unaffiliated","SR03",43,NA,NA,NA,NA,NA,"11/6/2012",NA,NA,NA,NA,NA,NA,NA,"11/8/2016",NA,NA,NA,NA,-111.9268647,40.3358957,1787.70615191031,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA,0
1617530,"","10/19/2016","10/5/2012","Republican","SR03",52,NA,NA,NA,NA,NA,"10/30/2012",NA,NA,NA,NA,NA,NA,NA,"11/8/2016",NA,NA,"6/14/2018","10/25/2018",-87.9525298,41.8893444,2011318.42909102,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,"10/31/2019",1
6491863,"","8/8/2012","10/22/2004","Unaffiliated","SR03",32,NA,NA,NA,NA,NA,"11/6/2012",NA,"11/5/2013",NA,NA,NA,NA,NA,"11/8/2016","8/10/2017",NA,NA,"11/7/2018",-111.92338,40.338178,1417.19267747266,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,NA,0
6489900,"YES","12/18/2018","10/21/2004","Republican","SR03",47,"6/22/2010","11/2/2010","9/13/2011","11/8/2011","6/26/2012","11/2/2012",NA,"11/5/2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88.058206,42.088386,2001563.54834114,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,"11/6/2019",1
2079225,"","6/20/2018","6/20/2018","Republican","SR03",19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/8/2018",-88.058206,42.088386,2001563.54834114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0
6503497,"","10/21/2004","10/21/2004","Republican","SR03",46,"6/22/2010","11/2/2010","9/13/2011","11/8/2011","6/26/2012","11/2/2012",NA,"11/5/2013",NA,NA,NA,NA,NA,"11/3/2016",NA,"11/1/2017","6/21/2018","11/8/2018",-88.058206,42.088386,2001563.54834114,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,"11/6/2019",1
6470240,"","6/25/2010","10/4/2005","Republican","SR03",69,"6/22/2010","11/2/2010","9/13/2011","11/8/2011",NA,"10/31/2012","8/13/2013","11/5/2013",NA,"10/30/2014",NA,NA,NA,"11/2/2016",NA,NA,NA,"10/23/2018",-111.9141258,40.3330472,1798.86515374925,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,NA,0
6493107,"","10/21/2004","10/21/2004","Republican","SR03",82,"6/22/2010","11/2/2010","9/13/2011","11/8/2011",NA,"10/31/2012",NA,NA,NA,"10/30/2014",NA,NA,NA,"11/2/2016",NA,NA,NA,"11/10/2018",-111.9141258,40.3330472,1798.86515374925,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,NA,0
6378764,"","5/26/2016","10/25/1999","Republican","SR03",44,NA,"11/2/2010",NA,NA,NA,"11/6/2012","8/13/2013","11/5/2013",NA,"11/4/2014",NA,"11/3/2015",NA,"11/8/2016","8/10/2017",NA,NA,"11/10/2018",-111.9236974,40.3363727,1607.21147998551,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,1,NA,0
2076378,"","10/29/2018","6/14/2018","Republican","SR03",19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/9/2018",-111.9236974,40.3363727,1607.21147998551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0
6378763,"","10/10/2006","10/10/2006","Republican","SR03",43,"6/22/2010","11/2/2010","9/13/2011","11/8/2011",NA,"11/6/2012","8/13/2013","11/5/2013",NA,"11/4/2014",NA,"11/3/2015",NA,"11/8/2016",NA,NA,"6/27/2018",NA,-111.9236974,40.3363727,1607.21147998551,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,NA,0
1876691,"","5/26/2016","5/26/2016","Republican","SR03",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/8/2018",-111.9236974,40.3363727,1607.21147998551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0
1557027,"","10/2/2018","3/21/2012","Unaffiliated","SR03",32,NA,NA,NA,NA,NA,"11/6/2012",NA,NA,NA,NA,NA,NA,NA,"11/10/2016",NA,NA,NA,NA,-99.4361506,31.8272528,1459363.15781983,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA,0
1024416,"","1/3/2011","9/16/1998","Republican","SR03",46,NA,NA,NA,NA,NA,"11/6/2012",NA,NA,NA,"11/4/2014",NA,NA,NA,NA,NA,NA,NA,NA,-84.7449,33.8338141,2505744.16280924,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,NA,0
1625635,"","10/27/2016","10/1/2012","Republican","SR03",34,NA,NA,NA,NA,NA,"11/6/2012",NA,NA,NA,NA,NA,NA,NA,"11/8/2016",NA,NA,NA,"11/9/2018",-111.9256916,40.3330794,2010.13724147595,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,NA,0
1258981,"","10/17/2018","7/3/2007","Unaffiliated","SR03",29,NA,NA,NA,NA,NA,"11/1/2012",NA,NA,NA,NA,NA,NA,NA,"11/8/2016",NA,NA,NA,NA,-111.9244096,40.3310581,2172.63090351918,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA,0
1817359,"YES","8/30/2017","1/13/2016","Republican","SR03",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/8/2016","8/1/2017","10/27/2017","6/20/2018","11/1/2018",-111.9310319,40.3398646,1702.16824967402,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"10/21/2019",1
1939958,"YES","10/13/2016","10/13/2016","Republican","SR03",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/10/2016",NA,NA,NA,NA,-111.9339211,40.3391111,1948.79374723893,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0
6417187,"","4/12/2012","10/13/2004","Unaffiliated","SR03",38,NA,"11/2/2010",NA,NA,NA,"11/6/2012",NA,"11/5/2013",NA,NA,NA,NA,NA,"11/8/2016",NA,NA,NA,"11/8/2018",NA,NA,NA,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,NA,0
3413511,"","11/1/2016","12/28/1998","Republican","SR03",38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/11/2016",NA,NA,NA,NA,-111.9339211,40.3391111,1948.79374723893,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0
2013127,"","5/17/2017","5/17/2017","Republican","SR03",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-111.9188301,40.3340897,1719.40400862846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
1580456,"","10/29/2016","7/19/2012","Unaffiliated","SR03",33,NA,NA,NA,NA,NA,"11/6/2012",NA,NA,NA,NA,NA,NA,NA,"11/8/2016",NA,NA,NA,"11/9/2018",-111.9256916,40.3330794,2010.13724147595,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,NA,0
3097457,"","5/24/2010","10/18/1988","Unaffiliated","SR03",61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/2/2016",NA,NA,NA,"11/6/2018",-99.4361506,31.8272528,1459363.15781983,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,0
1916875,"YES","7/7/2017","9/29/2016","Republican","SR03",63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/8/2016","8/1/2017","10/24/2017","6/18/2018","11/1/2018",-111.9310319,40.3398646,1702.16824967402,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"10/23/2019",1
1771966,"","11/1/2016","4/6/2015","Republican","SR03",29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/8/2016",NA,NA,NA,NA,-111.9244096,40.3310581,2172.63090351918,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0
1922865,"","10/6/2016","10/6/2016","Unaffiliated","SR03",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-111.9288442,40.3340774,2049.07773377555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
1877686,"","5/31/2016","5/31/2016","Unaffiliated","SR03",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/8/2016",NA,NA,NA,NA,-111.9288442,40.3340774,2049.07773377555,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0
6436628,"","8/17/2009","11/20/2002","Unaffiliated","SR03",35,NA,NA,NA,NA,NA,NA,"8/13/2013","11/5/2013",NA,NA,NA,"11/3/2015",NA,"11/8/2016",NA,NA,NA,NA,-111.9247826,40.3356842,1717.40350125674,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,NA,0
6104225,"","5/16/2017","4/21/2006","Unaffiliated","SR03",38,NA,NA,NA,NA,NA,"11/6/2012","8/13/2013","11/5/2013",NA,NA,NA,"11/3/2015",NA,"11/8/2016",NA,NA,NA,NA,-111.92584,40.3387593,1477.89288252242,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,NA,0
2057514,"","3/21/2018","3/21/2018","Independent American","SR03",42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/8/2018",-111.9274939,40.3384307,1594.73196691538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0
6370679,"","10/3/2012","9/28/1998","Republican","SR03",43,NA,NA,NA,NA,NA,"10/31/2012",NA,NA,NA,NA,NA,NA,NA,"11/2/2016",NA,NA,NA,NA,-111.9328265,40.3370675,2019.53712880964,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA,0
1837980,"","8/5/2016","3/6/2016","Unaffiliated","SR03",43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-111.9328265,40.3370675,2019.53712880964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
1952714,"","10/23/2016","10/23/2016","Unaffiliated","SR03",62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/1/2016",NA,NA,NA,"10/24/2018",-112.0876431,33.8195606,718116.356032348,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"10/28/2019",1
1604606,"","9/25/2012","9/25/2012","Republican","SR03",60,NA,NA,NA,NA,NA,"11/6/2012",NA,"11/5/2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/6/2018",-112.0876431,33.8195606,718116.356032348,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,"10/28/2019",1
3101462,"","3/13/2016","3/1/2004","Republican","SR03",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10/27/2016",NA,NA,NA,"10/22/2018",-111.9272639,40.3355662,1836.94503209629,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,0
1235469,"YES","12/29/2016","1/29/2007","Unaffiliated","SR03",60,"6/22/2010","11/2/2010",NA,NA,NA,"11/2/2012",NA,"11/5/2013",NA,"10/31/2014",NA,NA,NA,NA,"8/16/2017","11/1/2017","6/27/2018","11/5/2018",-111.9283445,40.3379613,1681.47533191421,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,"10/30/2019",1
1342847,"","7/20/2015","9/3/2008","Republican","SR03",29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/1/2017",NA,NA,"10/31/2018",-111.9327567,40.3352383,2157.66007556404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,NA,0
1486387,"","11/7/2016","10/4/2010","Republican","SR03",29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/1/2017",NA,NA,"10/31/2018",-111.9327567,40.3352383,2157.66007556404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,NA,0
1237898,"YES","10/26/2016","2/16/2007","Republican","SR03",60,"6/22/2010","11/2/2010",NA,NA,NA,"11/2/2012","8/13/2013","11/5/2013","6/19/2014","10/30/2014",NA,NA,NA,"11/1/2016","8/15/2017","10/31/2017","6/27/2018","11/5/2018",-111.9283445,40.3379613,1681.47533191421,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,"11/4/2019",1
6293877,"","4/24/2008","2/15/1997","Unaffiliated","SR03",42,NA,NA,NA,NA,NA,NA,NA,"11/5/2013",NA,"11/4/2014",NA,NA,NA,NA,NA,NA,NA,NA,-111.9327567,40.3378604,1956.72338740655,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,NA,0
6413207,"","11/18/2016","7/7/2002","Unaffiliated","SR03",39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/8/2016",NA,NA,NA,NA,-111.926492,40.3380978,1569.89501258477,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0
1962716,"YES","10/25/2018","10/26/2016","Unaffiliated","SR03",21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/7/2018",-111.9318091,40.333274,2270.07236948364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0
6390783,"","6/25/2014","3/27/2000","Republican","SR03",42,NA,"11/2/2010",NA,NA,NA,"11/2/2012",NA,NA,"6/24/2014","11/4/2014",NA,NA,"6/28/2016","11/2/2016","8/1/2017","10/24/2017","6/12/2018","11/6/2018",-111.9248385,40.3395092,1360.16598068818,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,NA,0
6449696,"","4/25/2008","10/20/2004","Republican","SR03",41,"6/18/2010","10/27/2010",NA,NA,NA,"10/30/2012",NA,NA,"6/24/2014","11/4/2014",NA,NA,"6/28/2016","11/2/2016",NA,"10/25/2017","6/12/2018","11/8/2018",-111.9248385,40.3395092,1360.16598068818,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,1,1,NA,0
5935352,"","3/9/2016","6/21/2004","Republican","SR03",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/4/2016",NA,NA,NA,"11/7/2018",-111.9207165,40.3393967,1196.28000106797,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,0
3108878,"","10/24/2016","10/6/2008","Unaffiliated","SR03",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/8/2016",NA,NA,NA,"11/9/2018",-81.3813645,30.0178686,2984184.80802861,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,0
1244946,"","10/3/2016","4/8/2007","Republican","SR03",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/8/2016",NA,NA,NA,"11/9/2018",-81.3813645,30.0178686,2984184.80802861,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,0
1993066,"","11/8/2016","11/3/2016","Republican","SR03",34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-111.9314292,40.3394732,1755.61424897709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
6462292,"","11/18/2016","5/26/2004","Republican","SR03",40,NA,NA,NA,NA,NA,"11/6/2012","8/13/2013","11/5/2013",NA,NA,NA,NA,NA,"11/8/2016",NA,NA,NA,NA,-111.9295661,40.3349791,2003.66340212889,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,NA,0
1561601,"","10/12/2017","4/12/2012","Republican","SR03",39,NA,NA,NA,NA,NA,"11/6/2012","8/13/2013","11/5/2013",NA,NA,NA,"11/3/2015",NA,"11/8/2016",NA,NA,NA,NA,-111.9295661,40.3349791,2003.66340212889,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,NA,0
6314665,"","9/21/2015","6/25/2002","Republican","SR03",66,"6/22/2010","10/28/2010",NA,NA,"6/26/2012","10/31/2012",NA,NA,NA,"11/4/2014",NA,"11/3/2015","6/28/2016","11/8/2016","8/1/2017","10/27/2017","6/12/2018","10/22/2018",-111.9296826,40.3337968,2115.31958430402,1,1,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,"10/21/2019",1
6363689,"","6/28/2016","6/25/2002","Republican","SR03",64,"6/22/2010","10/27/2010",NA,NA,"7/3/2012",NA,NA,NA,NA,"11/4/2014",NA,"11/3/2015","6/28/2016","10/25/2016",NA,"10/25/2017","6/11/2018","10/23/2018",-111.9296826,40.3337968,2115.31958430402,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,"10/23/2019",1
6515791,"","8/10/2016","10/21/2004","Republican","SR03",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/8/2016",NA,NA,NA,NA,-75.9897798,39.7897425,3041952.24556989,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0
6371686,"","10/26/2016","12/26/2002","Unaffiliated","SR03",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/8/2016",NA,NA,NA,NA,-111.927703,40.3345891,1948.14641060631,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0
1907800,"","9/21/2016","9/21/2016","Unaffiliated","SR03",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-111.9331293,40.3394964,1869.19102314276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
6269956,"YES","11/19/2014","3/23/2004","Republican","SR03",61,"6/22/2010","11/2/2010","9/13/2011","11/8/2011","6/26/2012","10/23/2012",NA,"11/5/2013",NA,"11/4/2014","7/27/2015","10/16/2015",NA,"10/28/2016","8/15/2017","10/31/2017","6/14/2018","10/26/2018",-111.929636,40.3393164,1650.95492133144,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,"11/5/2019",1
1235493,"YES","11/19/2014","1/29/2007","Republican","SR03",32,NA,"11/2/2010",NA,NA,NA,"10/23/2012",NA,"11/5/2013",NA,"11/4/2014","7/27/2015","10/16/2015",NA,"11/2/2016","8/15/2017","11/1/2017",NA,"10/26/2018",-111.929636,40.3393164,1650.95492133144,0,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,1,"11/14/2019",1
